;ST QUENTIN;;Verre Couleur;2288;ESSIGNY LE PETIT;ESSIGNY LE PETIT;Rue du 8 Mai 1945;98;P>25733;4,0;1,013;;;29/05/2013;08:47
;ST QUENTIN;;Verre Couleur;2303;FAYET;FAYET;Auchan (accés Fayet);145;P>25737;3,0;0,374;;;07/05/2013;08:40
;ST QUENTIN;;Verre Couleur;2303;FAYET;FAYET;Auchan (accés Fayet);145;P>25737;3,0;0,682;;;15/05/2013;07:44
;ST QUENTIN;;Verre Couleur;2303;FAYET;FAYET;AUCHAN;145;P>29297;4,0;1,002;;;15/05/2013;07:46
;ST QUENTIN;;Verre Couleur;2303;FAYET;FAYET;Chemin Vert;99;P>25734;3,0;0,844;;;21/05/2013;08:06
;ST QUENTIN;;Verre Couleur;2303;FAYET;FAYET;Auchan (accés Fayet);145;P>25737;3,0;1,032;;;29/05/2013;07:50
;ST QUENTIN;;Verre Couleur;2303;FAYET;FAYET;AUCHAN;145;P>29297;4,0;1,045;;;29/05/2013;07:53
;ST QUENTIN;;Verre Couleur;2310;FIEULAINE;FIEULAINE;Rue Carlier;101;P>25739;3,0;0,616;;;02/05/2013;10:00
;ST QUENTIN;;Verre Couleur;2310;FIEULAINE;FIEULAINE;Rue Carlier;101;P>25739;3,0;0,715;;;30/05/2013;08:21
;ST QUENTIN;;Verre Couleur;2319;FONSOMMES;FONSOMMES;Grand Place (transformateur);102;P>25740;3,0;0,527;;;02/05/2013;10:11
;ST QUENTIN;;Verre Couleur;2319;FONSOMMES;FONSOMMES;Rue du Commandant Guy (salle de sport);234;P>25741;4,0;0,817;;;02/05/2013;10:31
;ST QUENTIN;;Verre Couleur;2319;FONSOMMES;FONSOMMES;Rue du Commandant Guy (salle de sport);234;P>25741;4,0;1,005;;;30/05/2013;08:29
;ST QUENTIN;;Verre Couleur;2319;FONSOMMES;FONSOMMES;Grand Place (transformateur);102;P>25740;3,0;0,700;;;30/05/2013;08:33
;ST QUENTIN;;Verre Couleur;2322;FONTAINE NOTRE DAME;FONTAINE NOTRE DAME;Grande Rue;103;P>25742;3,0;0,829;;;02/05/2013;10:42
;ST QUENTIN;;Verre Couleur;2322;FONTAINE NOTRE DAME;FONTAINE NOTRE DAME;Rue du Château (devant Mairie);104;P>25743;3,0;0,982;;;02/05/2013;10:51
;ST QUENTIN;;Verre Couleur;2322;FONTAINE NOTRE DAME;FONTAINE NOTRE DAME;Grande Rue;103;P>25742;3,0;0,550;;;30/05/2013;08:10
;ST QUENTIN;;Verre Couleur;2322;FONTAINE NOTRE DAME;FONTAINE NOTRE DAME;Rue du Château (devant Mairie);104;P>25743;3,0;0,545;;;30/05/2013;08:14
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Déchetterie route de chauny;178;P>31031;3,0;0,960;;;06/05/2013;10:17
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Déchetterie route de chauny;178;P>25779;4,0;0,501;;;06/05/2013;10:19
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Intermarché;179;P>25772;4,0;0,691;;;07/05/2013;06:10
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Intermarché;179;P>25773;4,0;0,598;;;07/05/2013;06:08
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Rue Paul Langevin / Place 8 mai 1945;111;P>25781;3,0;0,873;;;07/05/2013;07:34
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Pk Brico Cash Rue Auguste;105;P>25782;4,0;0,993;;;07/05/2013;07:26
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Déchetterie route de chauny;178;P>25779;4,0;1,038;;;13/05/2013;10:10
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Intermarché;179;P>25772;4,0;0,951;;;15/05/2013;06:16
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Intermarché;179;P>25773;4,0;0,911;;;15/05/2013;06:14
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Place Moulin tous vents;109;P>25777;4,0;0,936;;;15/05/2013;06:23
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Place des sports;106;P>25774;4,0;1,280;;;16/05/2013;09:13
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Déchetterie route de chauny;178;P>31031;3,0;0,838;;;21/05/2013;11:05
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Déchetterie route de chauny;178;P>25779;4,0;0,733;;;21/05/2013;11:06
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Rue Georges Herbin;107;P>25775;3,0;0,739;;;21/05/2013;06:31
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Rue Gabriel Peri PK Maison de la culture;108;P>25776;3,0;0,604;;;21/05/2013;06:38
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Rue Paul Langevin / Place 8 mai 1945;111;P>25781;3,0;0,754;;;21/05/2013;07:05
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Pk Brico Cash Rue Auguste;105;P>25782;4,0;0,849;;;21/05/2013;06:53
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Square de l'amitié;154;P>25783;4,0;0,842;;;23/05/2013;08:35
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Rue Gambetta/Rue Gagarine;110;P>25778;3,0;0,745;;;23/05/2013;08:43
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Intermarché;179;P>25773;4,0;1,031;;;23/05/2013;08:50
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Intermarché;179;P>25772;4,0;1,072;;;23/05/2013;08:52
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Déchetterie route de chauny;178;P>31031;3,0;0,911;;;28/05/2013;07:30
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Intermarché;179;P>25772;4,0;1,075;;;29/05/2013;06:38
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Intermarché;179;P>25773;4,0;0,831;;;29/05/2013;06:41
;ST QUENTIN;;Verre Couleur;2340;GAUCHY;GAUCHY;Rue Voltaire;153;P>26940;3,0;1,083;;;29/05/2013;06:25
;ST QUENTIN;;Verre Couleur;2359;GRUGIES;GRUGIES;Rue d'Ile de France dérrière Eglise;113;P>25784;3,0;1,097;;;29/05/2013;06:50
;ST QUENTIN;;Verre Couleur;2371;HARLY;HARLY;Leclerc;117;P>25757;4,0;0,899;;;06/05/2013;10:31
;ST QUENTIN;;Verre Couleur;2371;HARLY;HARLY;Leclerc;117;P>25758;4,0;0,738;;;07/05/2013;06:49
;ST QUENTIN;;Verre Couleur;2371;HARLY;HARLY;Leclerc;117;P>25759;4,0;0,868;;;07/05/2013;06:50
;ST QUENTIN;;Verre Couleur;2371;HARLY;HARLY;Leclerc;117;P>25757;4,0;0,530;;;13/05/2013;10:53
;ST QUENTIN;;Verre Couleur;2371;HARLY;HARLY;Leclerc;117;P>25757;4,0;0,934;;;16/05/2013;06:23
;ST QUENTIN;;Verre Couleur;2371;HARLY;HARLY;Leclerc;117;P>25758;4,0;0,687;;;16/05/2013;06:24
;ST QUENTIN;;Verre Couleur;2371;HARLY;HARLY;Leclerc;117;P>25757;4,0;1,024;;;21/05/2013;10:00
;ST QUENTIN;;Verre Couleur;2371;HARLY;HARLY;Leclerc;117;P>25758;4,0;0,954;;;21/05/2013;10:02
;ST QUENTIN;;Verre Couleur;2371;HARLY;HARLY;Rue de Picardie;114;P>25754;3,0;0,561;;;23/05/2013;07:53
;ST QUENTIN;;Verre Couleur;2371;HARLY;HARLY;Leclerc;117;P>25759;4,0;0,681;;;28/05/2013;11:20
;ST QUENTIN;;Verre Couleur;2371;HARLY;HARLY;Leclerc;117;P>25759;4,0;1,155;;;30/05/2013;10:27
;ST QUENTIN;;Verre Couleur;2371;HARLY;HARLY;Leclerc;117;P>25757;4,0;1,095;;;30/05/2013;10:28
;ST QUENTIN;;Verre Couleur;2371;HARLY;HARLY;Leclerc;117;P>25758;4,0;0,865;;;30/05/2013;10:30
;ST QUENTIN;;Verre Couleur;2383;HOMBLIERES;HOMBLIERES;Rue Aimé Gosset;120;P>25761;4,0;0,744;;;16/05/2013;06:39
;ST QUENTIN;;Verre Couleur;2383;HOMBLIERES;HOMBLIERES;Rue de Bellevue (salle polyvalente);119;P>25760;4,0;1,025;;;30/05/2013;08:48
;ST QUENTIN;;Verre Couleur;2383;HOMBLIERES;HOMBLIERES;Rue Aimé Gosset;120;P>25761;4,0;1,025;;;30/05/2013;08:54
;ST QUENTIN;;Verre Couleur;2383;HOMBLIERES;HOMBLIERES;Rue Sainte Huneguonde;121;P>25762;4,0;1,130;;;30/05/2013;08:59
;ST QUENTIN;;Verre Couleur;2420;LESDINS;LESDINS;Rue de touraine (le long du canal);187;P>25745;3,0;0,957;;;16/05/2013;07:29
;ST QUENTIN;;Verre Couleur;2420;LESDINS;LESDINS;Rue de Picardie;125;P>25744;4,0;1,332;;;16/05/2013;07:35
;ST QUENTIN;;Verre Couleur;2459;MARCY;MARCY;Rue Florent Montigny Mairie;137;P>25764;3,0;0,929;;;02/05/2013;11:00
;ST QUENTIN;;Verre Couleur;2459;MARCY;MARCY;Rue Florent Montigny Mairie;137;P>25764;3,0;0,595;;;30/05/2013;08:00
;ST QUENTIN;;Verre Couleur;2481;MESNIL ST LAURENT;MESNIL ST LAURENT;Rue Sainte Camione;123;P>25767;3,0;0,883;;;07/05/2013;06:33
;ST QUENTIN;;Verre Couleur;2525;MORCOURT;MORCOURT;Rue du Commandant Guy (terrain de foot);128;P>25746;3,0;0,845;;;29/05/2013;09:05
;ST QUENTIN;;Verre Couleur;2549;NEUVILLE ST AMAND;NEUVILLE ST AMAND;Place de la Mairie;129;P>25788;3,0;1,019;;;07/05/2013;06:25
;ST QUENTIN;;Verre Couleur;2549;NEUVILLE ST AMAND;NEUVILLE ST AMAND;Rue de la Fere;127;P>25786;4,0;1,019;;;21/05/2013;06:12
;ST QUENTIN;;Verre Couleur;2549;NEUVILLE ST AMAND;NEUVILLE ST AMAND;Vallée des Bourguignon;185;P>26943;3,0;0,689;;;21/05/2013;06:03
;ST QUENTIN;;Verre Couleur;2549;NEUVILLE ST AMAND;NEUVILLE ST AMAND;Place de la Mairie;129;P>25788;3,0;1,111;;;29/05/2013;06:00
;ST QUENTIN;;Verre Couleur;2571;OMISSY;OMISSY;Déchetterie;181;P>31032;3,0;0,769;;;07/05/2013;09:43
;ST QUENTIN;;Verre Couleur;2571;OMISSY;OMISSY;Déchetterie;181;P>25750;4,0;0,786;;;16/05/2013;07:55
;ST QUENTIN;;Verre Couleur;2571;OMISSY;OMISSY;Déchetterie;181;P>31032;3,0;1,462;;;16/05/2013;07:57
;ST QUENTIN;;Verre Couleur;2571;OMISSY;OMISSY;Déchetterie;181;P>31032;3,0;1,052;;;29/05/2013;09:20
;ST QUENTIN;;Verre Couleur;2571;OMISSY;OMISSY;Déchetterie;181;P>25750;4,0;1,165;;;30/05/2013;09:15
;ST QUENTIN;;Verre Couleur;2637;REMAUCOURT;REMAUCOURT;Rue de l'église;132;P>25753;3,0;1,062;;;29/05/2013;08:33
;ST QUENTIN;;Verre Couleur;2659;ROUVROY;ROUVROY;Route de ST Quentin;133;P>25769;3,0;0,483;;;07/05/2013;10:02
;ST QUENTIN;;Verre Couleur;2659;ROUVROY;ROUVROY;Route de ST Quentin;133;P>25769;3,0;0,785;;;30/05/2013;10:15
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD EST;Angle rue collette (LIDL) Richepin FND;85;P>25643;3,0;0,289;;;06/05/2013;08:25
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Bd Gambetta (face CIO);12;P>25719;3,0;0,681;;;06/05/2013;08:33
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Rue des Suzannes;14;P>25720;3,0;0,460;;;06/05/2013;08:37
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN EST;Bvd Roosevelt PORTEUR;17;P>25688;3,0;0,481;;;06/05/2013;08:41
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Rue du Petit Origny (place du marché);4;P>25714;4,0;0,915;;;06/05/2013;08:52
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Av Faidherbe;27;P>25725;3,0;0,283;;;06/05/2013;08:58
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;SAINT QUENTIN CENTRE;Avenue Faidherbe (bas);193;P>30778;4,0;0,381;;;06/05/2013;09:01
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Bvd Henri Martin;26;P>25724;3,0;0,368;;;06/05/2013;09:04
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN NORD;Rue Alfred Clin (hors Heures scolaires);36;P>25682;3,0;0,775;;;06/05/2013;09:12
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN NORD;Rue Théophile Gautier PORTEUR;29;P>25678;4,0;0,522;;;06/05/2013;09:18
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Bd de Richelieu (angle rue des Glacis);30;P>25726;3,0;0,574;;;06/05/2013;09:25
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD OUEST;Rue de Peronne mairie PORTEUR;23;P>25657;3,0;0,671;;;06/05/2013;09:31
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Rue A Gibert/Rue Renan;5;P>25715;4,0;0,508;;;06/05/2013;09:46
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Rue des Cannonniers;142;P>25729;3,0;0,660;;;06/05/2013;09:50
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Place du GI Floy;1;P>25711;3,0;0,670;;;06/05/2013;09:55
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Place de la Liberté;8;P>25716;3,0;0,482;;;06/05/2013;10:06
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD EST;Rue d'Ostende;54;P>25638;3,0;0,776;;;07/05/2013;07:01
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD EST;Bd du Maréchal Juin (haut);57;P>25640;3,0;0,997;;;07/05/2013;07:06
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD EST;Bd du Dr Camille Guérin;164;P>25651;3,0;0,805;;;07/05/2013;07:12
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD OUEST;Bd de Verdun;140;P>25654;4,0;0,847;;;07/05/2013;07:50
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD OUEST;Déchetterie (Rue A Parmentier) Vidam;60;P>27069;3,0;0,820;;;07/05/2013;08:24
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD OUEST;Déchetterie (Rue A Parmentier) Vidam;60;P>25661;3,0;0,800;;;07/05/2013;08:29
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD OUEST;Déchetterie (Rue A Parmentier) Vidam;60;P>25662;3,0;0,754;;;07/05/2013;08:18
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD OUEST;Déchetterie (Rue A Parmentier) Vidam;60;P>25663;3,0;0,692;;;07/05/2013;08:22
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD OUEST;Angle Av Me François Hugues/Accacias;62;P>25665;3,0;0,754;;;07/05/2013;07:59
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN SUD OUEST;Rue Alexandre Dumas (park face ED);25;P>25671;4,0;0,618;;;07/05/2013;08:10
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN NORD;CORA (parking);41;P>25683;3,0;0,993;;;07/05/2013;09:17
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN NORD;Rue Fayet (angle R. JY Cousteau);68;P>25685;3,0;0,634;;;07/05/2013;08:50
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN NORD;Rue des Valenciennes;169;P>25687;4,0;0,961;;;07/05/2013;09:01
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN EST;Av R Schuman (SIMPLY MARKET);82;P>25706;3,0;0,520;;;07/05/2013;09:27
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN;Angle J Blanchot / L lemaire face crèche;195;P>33899;3,0;0,201;;;13/05/2013;10:34
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN;Parking rue Leon Lemaire;87;P>29127;4,0;1,270;;;13/05/2013;10:29
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;St Quentin;Rue Francois Miterrand;24;P>29120;3,0;0,195;;;13/05/2013;08:26
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Bd Gambetta (face au n°1) en haut;9;P>25717;3,0;0,562;;;13/05/2013;09:44
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Bd Gambetta (face CIO);12;P>25719;3,0;0,289;;;13/05/2013;09:38
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Place de la Liberté;8;P>25716;3,0;0,584;;;13/05/2013;07:55
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Rue de Baudreuil;16;P>25722;3,0;0,600;;;13/05/2013;09:11
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Rue de Baudreuil;16;P>25723;3,0;0,376;;;13/05/2013;09:13
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Rue des Etats Généraux;2;P>25712;3,0;0,378;;;13/05/2013;09:00
;ST QUENTIN;;Verre Couleur;2691;ST QUENTIN;ST QUENTIN CENTRE;Rue du Petit Origny (place du marché);4;P>25714;4,0;0,764;;;13/05/2013;08:53
